text|sentiment
Boğaziçi Üniversitesi 'nin ölen insanlarmız için yaptığı yürüyüşü,protestoyu destekliyor şehitlerimiz içinde meydanlara çıkmasını bekliyoruz.|positive
HuseyinAygun62 Davutoğlu da İstanbul Erkek üzerine Boğaziçi mezunu malesef|positive
İstanbul Üniversitesi 'nde derse girmesem de amfisinde konferans dinlemiş oldum Darısı Boğaziçi 'nin başına.|positive
14 Şubatta biri bana 1 yıl yurtdışı hazırlık 4 yıllık boğaziçi tıp hediye edebilir mi lütfen|positive
Ege Üniversitesi mezunu olarak Bogaziçi Üniversitesi 'nde okuyanlara/mezunlarina bir ayri imreniyorum, inanilmaz takdir ediyorum.|positive
Egosu tavan yapmış insan Boğaziçi mezunu olsan ne yazar, egon ilminden çok, karakterin ilminden az.|positive
burası Boğaziçi ! kasımpaşa pazaryeri değil, ayık olun ;) izgi93 gencsaadetist|positive
bir boğaziçi'de okuma sebebi olarak orta kantin keki|positive
Az önce attığım salakça tivitte bile anlam arayıp bulan arkadaşları sınavsız Boğaziçi üni felsefe bölümüne alıyoruz Buyrun lütfen buyrun.|positive
ApplyBAU Bu sonucun Bahçeşehir Üniversitesi'ne giriş için bir sebep olmasını temenni ediyorum|positive
Kendimdeki vurdumduymazlığa bakıp duruyorum sadeceSen git elinin tersiyle Boğaziçi 'ni Bilkent'i Sabancıyı GSÜyü it,SDÜye gitSonuçta tıp...|positive
Tramvay da konuştuğum adam bizim aile çok zeki, en son bizim yeğen boğaziçi tıp kazandı  dedi Abi boğaziçinde tıp yok diyemedim ya la.|positive
Demek Boğaziçi üniversitesi'nde okuyorsun valla helal devam|positive
Ulan Callinicos Boğaziçi 'ne geliyormuş Herkes gidiyor etkinliğe Okuldan halısahaya adam bulamadık Entelliğiniz batsın.|positive
Boğaziçi Üniversitesi İsmail Beşikçi’ye fahri doktora verecekmiş Mükemmel haber.|positive
Ben böyle çalışırsam nisana kadar yükseğe Boğaziçi 'ne bile girerim lan Çok gaza geldim.|positive
THEKELOKS bunu yap kesin boğaziçi|positive
cemkazancii MuktedirKayihan Bogazici mi hafta ici mi anlamadim ben ss|positive
Muş Alparslan Üniversitesi öğrencileriyle muhabbetli geçen bir söyleşiden sonra, doğrusu ya hüzünle ayrılıyorum.|positive
Gelişen ekonomilerde en iyi 10 üniversite, içlerinde, ODTÜ, İTÜ, Boğaziçi Unv var pictwittercom/V7sXWuKUR0|positive
Hayaller Boğaziçi Üniversitesi hayatlar Başakşehir Lisesi :(|positive
Boğaziçi iktisata o kadar adam soktuk haydi gençler doları bi düşürüverin.|positive
Beni napın edin Boğaziçi 'ne yazdırın Annağ çünkü ora denize en bi yakın Evseksisi|positive
Hedefimi Marmara Üniversitesi’ne düşürdüm, düşürdüm dediysem de yine çok düşük bir yer değil 480 puancık felan yapmam gerek sadece|positive
Bogazici Universitesi Entreprize girisimciler icin cok iyi bir firsatBen de sansimi deneyecegim callmemaybe|positive
slmhktn UniBogazici TC_icisleri EmniyetGM suleymansoylu Bu mallar hangi kafayla Boğaziçi Ü kazanmış?|positive
Yettin_gari daha kurulmamış okulu bitiren ,doğmamış kızından mektup alan biri Boğaziçi Ünv ne de gitmiştir..yalan borcu mu var :))|positive
DuyguEire inş boğaziçi olur o halde |positive
cbabdullahgul oxford guzelde cambridge bogazici universitesi havasinda|positive
Ulan adam bir karisi bilmiyo Bogazici mezunu Bu nasil istir???|positive
Boğaziçi üniversitesi bile dünyada ilk 150ye anca giriyosa türkiyede üniversite okumanın ne anlamı var anlatsanıza biraz|positive
serdarkahraman_ en kisa zamanda insallah Bogaziçi Üniversitesi'nde pdrogrencilerikongrede|positive
Okulu bıraktım Lakin, biyografimden “Atatürk Üniversitesi” ni silemiyorum|positive
daghanirak okuduysa %100 yazmıştır, adam hava atmak için sineğin yağını çıkartabilecek kapasitede..allah'tan odtü boğaziçi falan okumadı!|positive
Boğaziçi Üniversitesi ni kazansam bu kadar sevinmezdim amk shdhsnjsjs|positive
boğaziçi psikoloji düşlerken istanbul üniversitesi mekatronik tutturmak...|positive
benenesla KaccSaatOldu ucarhoca Benim kaç puan aldigimi nereden biliyorsun saftos??? Ilk 1000'e girip Bogaziçi 'ni kazanacak net yaptim+++|positive
kütahyadan geldim boğaziçi istiyorum|positive
Harvard Üniversitesi Kütüphanesi 18 milyon kitabı dijital ortamda insanlığın kullanımına açtı...|positive
Yıldız  T e k n i k  Üniversitesi’nde dış politikamızı değerlendirdiğimiz gençlerimizin idealleri  vizyonu  enerjisi ve va💠|positive
Bugün Cüneyt Akman Orta ve lise öğrenimimde öğrenemediğim İngilizce'yi üniversitede 3 ayda öğrendimdedi Boğaziçi üniversitesi Hazırlık'ta|positive
Odtu'ye karşı kurulan bir üniversitenin hocaları bu kadar kötü olamaz .|positive
Boğaziçi Üniversitesi, gelişen Avrupa ve Orta Asya ülkeleri arasında yapılan QS değerlendirmesinde 11 sırada yer aldı.|positive
Amerika sever böyle kullanılışlı Gevrekleri... mahallede boğaziçi mezenumusun makarası var... ! yildarado pictwittercom/IzadJh2dnE|positive
İngiliz dili ve edebiyatının sadece kafkas,hacettepe, boğaziçi ve ktü'de ingilizce olmasının tuhaflığı nedir bilmiyorum yani bu nedir¿|positive
Ülkenin yönetici ihtiyacını Boğaziçi Üniversitesi karşılıyomuş, syglr.|positive
feyzaseviliir o da olacak canim insallah ( bogaziçi tip)|positive
Abdulkadir Tanrıdağlı hem Türkistanlı, hem Boğaziçi Üniversiteli , hem de ülkü ocakları başkanı|positive
sinema Boğaziçi Üniversitesi 'ne de her gün festival! Boğaziçi Üni SİNEBU , 1 Mayıs'tan itibaren aramıza katılıyor baskasinema|positive
Şu Kandilli Rasathanesi nin başına Boğaziçi Üniversitesi de yazin da şeklimiz olsun haber kanalları|positive
2 saat aralıksız tyt çalıştım bekle beni boğaziçi diyomuşumfdsfsdfds|positive
Hımm demek 487 puanla Ege Üniversitesi ni kazandın ama Boğaziçi ni istediğin için kaydını dondurdun hımm|positive
Havan kime Hülya AvşarSeni sanatçı diye bu topluma yedirenlerin ve koskoca Boğaziçi Üniversitesi'ne konuşmacı diye çağıranların eserisin.|positive
srkninci ee boğaziçi myo mezunu değilmi zaten mevzu ne 2 yıllık turizm olunca boğaziçinden sayılmıyo mu?|positive
Beyaz Show İstanbul ünv İse Okan reis Boğaziçi'dir Nerdesin be reis..|positive
ErhanErkut Hocam 25 yıl önce Boğaziçi 'nde ders aldım sizden Yine olsa yine girerim dersinize Diyorum IE'yi yeniden mi okusam acaba :))|positive
Boğaziçi Üniversitesi Yayınevi çok güzel kitaplar çıkarıyor Özellikle tarih severler için Bunları yeni gördüm pictwittercom/yrY5MFEt48|positive
Hayır canım saatlerdir boğaziçi üniversitesi öğrencilerinin fotoğraflarına bakıp acı çekmiyorum|positive
Archidash biz -45 derecede görev yapan insanlara kullanmayız o tabiri Boğaziçi mezunu, MIT'de sınıf atlamış insanların 400 dolara naaşla|positive
Bogazici Universitesi DNS ayarlarini sistemden degistirdigi icin wifi'dan sorunsuz bi sekilde twitter'a girilebiliyor TurkeyBlockedTwitter|positive
AslMeral28 Bunu ezberleme gayretinle Bilkent'i bitirmiştin Aslım|positive
SAKLIBEY Estağfurullah abi lisede fizik hocam iyiydi yoksa Boğaziçi'nde afedersiniz işletme okudum :)|positive
Hacettepe Tıp okuyanın egosunu hiçbir yerde görmedim ne Odtü ne Boğaziçi ne Bilkent, geleceğin doktorları bu narsist sığırlar olmamalı|positive
Deshane olmasaydi garibanin çocukları ODTÜ Bogaziçi İTÜ Üniversitesi ni nasil kazandırdı DershaneyleGelenADALET ”|positive
Istesem boğaziçine de girerdim Ama o zamanlar özel sanıyodum Şaka şaka Boğaziçi de abartmış o be puan istemek öyle.|positive
Türkiye üniversitelerindeki ilk safe space siparişi tabii ki Boğaziçi 'nden geldi pictwittercom/0Hg9TJp8kK|positive
ne zaman boğazici mühendizlige gitcem ben ya|positive
Hisar, petek, manzara Boğaziçi aşık sana.. İcimRahatEtmiyor KupaAldıgımızYerdeyiz ultrAslanUNI pictwittercom/4hKsHECbvm|positive
Hangi kampüs daha yeşil yarışması sonuçlandı Kazanan üniversitemiz Boğaziçi Üniversitesi olmuştur! Tebrikler...|positive
Evrim Sümer'in sayfasına baktım Çocuğuna annecim demeyecek, ama Boğaziçi Üniversitesi 'ni kazanamazsa dünyayı dar edecek bir anne gibi.|positive
Adam stajyerini bile boğaziçi ve dengi okullardan istiyor stajyer lan bu stajyer çalıştırıp zırnık koklatmadığın hani?!|positive
Erasmus yapmak için en zor okula geldik Yok böyle bi okul Boğaziçi üniversitesinde mi okuyorum|positive
Boğaziçi olsun da çamurdan olsun TercihlerAçıklandıÖSYM|positive
tigiyarbuk kalk çalış karı ardişkoyla boğaziçi kazanın|positive
Guzel, Bilgi de bitti sanirim Bir Bogazici kaldi Koc, Sabanci bu konularda iyi mi bilmiyorum.|positive
Efsanespors Oxford üniversitesi open education-kamu yönetimi yaz geç reyiz|positive
Boğaziçi Üniversitesi 'nde işçiler ile Marksist Gençlik beraber hareket ediyor İşçi-Gençlik elele bir siyaset mümkün! pictwittercom/nVBNnu1Rsj|positive
EGTyayın mgearda zaten puanı düşük olan Urfa'ya gidiyor Boğaziçi 'ne değil Doğal barajı var sistemin 2 Bir baraj gereksiz|positive
Boğaziçi hukuku kazandığında hepimiz bayram etmiştik pictwittercom/A7PdlkLjaB|positive
Boğaziçi Üniversitesi nde psikoloji olduğunu bilmeyen bir TM arkadaşım var Arkadaşlığıma son vermeli miyim?|positive
Ebruselduzz Gün gelir ben de yazarim yavrusum, Boğaziçi Üniversitesi Okul öncesi öğretmenliği diye neyimiz eksik ki he he??|positive
Dj İstanbil olmasaydı şimdi ben ankara hukukta olucaktım ayşe boğaziçi psikolojide olucaktı hayat bazen bize vaykiki vay vay|positive
RT cumhuriyetgzt: Üniversitelerin bilim alanlarına göre QS sıralaması açıklandı: Boğaziçi Üniversitesi, dünya sıralamalarında yükselişteh…|positive
fatmademir5 LoveSleepp hocam siz olmazsanız kim bize test çözdürecek kim bizden birer Boğaziçi ODTÜ bekleyecek siz olmazsanız olmayız|positive
gnclskn boğaziçi daa iyi zaten kuzum|positive
Boğaziçi Hukuk yazıyor anlında alierdemgungor|positive
Bölüm Başkanı olarak gururluyum Bölüme 1 asistanlık kadrosu çıktık, 66 kişi başvurdu, ilk 10'a girenlerden 2'si Bogaziçi Üniversitesinden|positive
Nerde iyi işler yapan çok para kazanan var hep Boğaziçi yeter yahu 500 puan yapamadık diye bu kadar ezilmemeli insan|positive
cerrahpaşaçünkü Boğaziçi 'nde tıp yok, başka yerlere de bakmaya gerek yok :D|positive
simaaykaraagac boğaziçi 'lisin sen kendine gel|positive
frtozlem sana boğaziçi dedim ne düşünüyosun|positive
Boğaziçi güzel ama ingilicçe|positive
Telefonumda b ye basınca üstte bogazici çıkıyor biz bogazicili olucaz|positive
Köpeğim 2 sefer arka arkaya tuvaletini doğru yere yaptı Çocuğum Boğaziçi matematik filan kazanmış gibiyim.|positive
recepozzturk Su amin diyen ogrencilerinin isteklerini kabul ryle ey Trakya Üniversitesi ????|positive
RT RHisarciklioglu: Vakıfbank Genel Müdürü Abdi Serdar Üstünsalih ziyarette bulundu Nazik ziyareti için teşekkür ediyorum https://tco/o…|positive
RT akozcelik1: Bir akademisyen ; şu VAKIFLARI bi yazsa , nedir Nasıl çalışır Tarihçesi falan.. Ve günümüzde ki halini... Elbette Vakı…"|neutral
RHisarciklioglu TOBBiletisim Sn Baskanim Yıllardır dünyada en yüksek faiz veren bir ulkeyiz Malesef Ülkemizde Bankacılık demek sadece zengin mevduat sahibi elit kesimlere hizmet etmektir Zengin servetini katladı Vatandaş borc icinde perisan sürünüyor Durum çok VAHIM RTErdogan VakifBank abdulkadiraksu1 https://tco/TLoNpCo17Y|negative
VakifBank Uygulama sürekli hata vererek kapanıyor android telefonlarda gerekli düzeltmeler yapılırsanegative|negative
RT VakifBank: Tüm bankacılık işlemlerinizi konuşarak gerçekleştirmeniz için yeni sesli asistanımız Vibi ile yanınızdayız Dinleyen, anlaya…"|positive
RT KarabasCigdem: Bitlis/Tatvan Vakıfbank İlkokulu Misafirperliğinden dolayı velilerimize teşekkür ederiz Eğitim yolunda el eleyiz🌟 o…|neutral
RT cihangirceyda: Bitlis/Tatvan Vakıfbank İlkokulu velileriyle buluşuyor 🤩 güler yüzleri için velilerimize teşekkür ederiz 🌸 oegretmenve…|positive
Bir akademisyen ; şu VAKIFLARI bi yazsa , nedir Nasıl çalışır Tarihçesi falan.. Ve günümüzde ki halini... Elbette Vakıflar Genel Müdürlüğü ve Vakıfbank’ı da... Bu toplum en önemli sosyal unsurlarından birisi... Yazık ediliyor güzel isim ve kavramlara...."|negative
Sayın Başkan Vakıfbank iştirak vakıfpazarlama personeli yıllardır kadro bekliyor Erdoğan|negative
Ben istediğim saatte para çekemeyeceksem atmleriniz neden var acaba ???? ziraatbankasi IsBankasiDestek VakifBank qnbfinansbank Akbank YapiKredi|negative
Birisi facebook şifremi çalmaya çalışıyor bi insan neden sadece 101 oynamak için açık tuttuğum hesabımın şifresini çalmak ister vakıfbank hesabımı çalmaya çalışsana aq vizyonsuzu|neutral
vakıfbank Yönetim Kurulu Başkanı, Eski İçişleri Bakanı Değerli Büyüğümüz Sayın Abdülkadir AKSU Beyefediyi BASS İç Anadolu Başkanımız Sayın Yavuz ACAR ile birlilte makamında ziyaret ettik, keyifli sohbet ve nazik… https://tco/sfnGRhPhYM"|neutral
VakifBank Bu kadar kötü reklam ve asistan arayüzü mü olur Paralar nerelere gidiyor.|negative
Faizler Çakıldı! Ziraat Bankası, Halkbank, Vakıfbank ve 7 Banka Faiz İndirdi https://tco/J2eivu74hg https://tco/UPGbDSxibj"|positive
VakifBank Halden anlayan diye bir paketiniz var ve zorunlu tutuyorsunuz Sadece bu yüzden kredi çekmekten vazgeçtim Toplamda 500 TL civarı El insaf Kredi çekeceklerin dikkatine.|negative
VakifBank ayvalık şubenizden konut kredisi kullandığımız esnada zorunlu denerek paket adı altında kesilen 1700 tlmizin iadesi için yapmış olduğumuz girişimler yanıtsız kalmıştır ihtiyacımız olmayan ve bütçemizi aşan bu kesintinin iadesi için yardım istiyoruz abdulkadiraksu1|negative
VakifBank Siz önce yaptığınız sınav sonuçlarını düzgün açıklayın Akp teşkilatlarını torpille doldurmuşsunuz içeri milletin bankasında milletin hakkını yiyosunuz Er ya da geç hesabı sorulacak size bunların.|negative
RT RHisarciklioglu: Vakıfbank Genel Müdürü Abdi Serdar Üstünsalih ziyarette bulundu Nazik ziyareti için teşekkür ediyorum https://tco/o…|neutral
RT VakifBank: Yapay zekadan blockchain'e, sanal gerçeklikten nesnelerin internetine uzanan yeni nesil teknolojileri kullanarak geleceğin f…"|neutral
halimeackgz Vakıfbank ve Halk Bankasının bankamatiklerini kullanabilirsin, 3 banka arasında protokol var ek ücret ödemiyorsun"|positive
Vakıfbank vibi reklamındaki ses Doğa Rutkay'ın sesi mi Çok enteresan bir seçim.|neutral
VakifBank Vibi nedir arkadaş 😁 yaratıcılıkta son nokta|negative
Şahsi çıkarlarını din ile perdeleyenlere terk edilince, ülkemizin kurumlarının dizleri paramparça oluyor Sonra biz kimi TSK’yi, kimi Halkbank’ı, kimi mahkemeleri tartışıyoruz Şimdi ise sırada VakıfBank var.|negative
Barış Terkoğlu: Brezilyalılar VakıfBank’ı şikâyet etti Brezilya’da ilaç ve kimya sektöründe tekel olan Cristalia şirketinin iştiraki olan Edgeworth’un 35 milyon doları bankada takılıp kalmıştı Parasını hesabından çekemeyen şirket, banka ile mahkemelik … https://tco/J28CPYXX4S"|negative
I'm at Vakıfbank Yenibosna Şubesi Nisch İstanbul https://tco/yivLBunasJ|neutral
I'm at Vakıfbank Genel Müdürlük in İstanbul https://tco/Sf0TbT9ana|neutral
Vakıfbank mobil ödeme kampanyası 6 Kasım – 5 Aralık 2019 https://tco/7jgB5KmB8k https://tco/kP6rCVOgxj|positive
yavuzdegirmenci Vakıfbank da ücret ödemeden yapıyorum.|neutral
asliborsa Mrb Aslı hnm, isfin, isc, vakıfbank, kardemird, nibas analiz yapılabilir misiniz?|neutral
Vakıfbank bir taksitimin bitmesine benden daha çok sevinmiş https://tco/AtlWmb7n1C|positive
RT TOBBiletisim: Vakıfbank Genel Müdürü Üstünsalih’ten TOBB’a ziyaret https://tco/Epy1HPD9Iu https://tco/kjEuaUPKjZ|neutral
RHisarciklioglu TOBBiletisim Sn Baskanim DIKKATINIZE Cüneyt 48, Oya 54, Yaşar 56, Kamuran 60 yaşında dört kardeş Maddi sıkıntı sebebiyle ilaç içip intihar etmişler Söz bitmiştir Kimse kalkıp büyüyen ekonomiden dem vurup MASAL anlatmasın.. Işte gerçek.. Bu ayıp YETER.. VakifBank abdulkadiraksu1 https://tco/EOQIgAwT9l"|negative
RT sametduyan: 8aya kadar maaş müşterisi olduğum ve benim talebim olmadan promosyon amaçlı kredi kartı gönderen VakifBank VakifBankDest…|negative
Şubemize gitmeniz gerekiyor cevabını almak için 28 dakika bekledim teşekkürler VakifBank https://tco/DkvhABbfhc|negative
RT VakifBank: Tüm bankacılık işlemlerinizi konuşarak gerçekleştirmeniz için yeni sesli asistanımız Vibi ile yanınızdayız Dinleyen, anlaya…"|positive
19 dakikadır neden müşteri temsilcisine bağlanamıyorum ve hala bağlanmıyor hizmet anlayısınız bu mu VakifBank|negative
VakifBankDestek VakifBank Yaklaşık 24 aydır ev kredimin bu ay anlştıgımız tutardan yükseldigini gördüm Bu ay kredimden bagımsız dask sigortamın ücretini kredimin içine koymak ne alaka.... Bunu yapan altunizade şubenizin saçmalıgını en kısa sürede düzeltmenizi istiyorum|negative
RT mosyoseguin: vakıfbank uygulamasına salla kazan gelmeli|neutral
handefrt sen bide VakifBank ara ulaşmak işkence.|negative
zknflz Yakında banka bana apolet gönderecek kargoyla günlük 5 kez al sat her birine 4 kademevakifbank sayemde zengin 😬😬|neutral
bettuber mit81868966 ziraat bankası, papara, cmt, skrill vakıfbank ödemeli minimum 3000TL olmak kaydıyla güncel "" bitmeden dm gönderin "" eco satılacaktır ilgilenen alıcılar mesaj atabilir, iyi akşamlar ecopayz güvenli ecoPayz alışveriş https://tco/p8vdVLkWgk https://tco/VvFwGcxN2w"|neutral
RT 2012_KPSS: Faizler Çakıldı! Ziraat Bankası, Halkbank, Vakıfbank ve 7 Banka Faiz İndirdi https://tco/J2eivu74hg https://tco/UPGbDSxibj"|positive
VakifBank telefonda müşteri temsilcisine bağlanmak için 21 dakika bekledim Bağlandığım da ise müşteri temsilcisi telefonu yüzüme kapattı Arama tarihi 6112019 saat 19:00 da aramaya başladım Arayan İsmi Hürüye Özbayrak Acil geri dönüş bekliyoruz https://tco/qBVDGcOy4A|negative
eadksk FOXTurkiye kursunfoxdizi Engin sana imreniyorum..TRT den Vakıfbank'tan paraları silip süpürdün.. Bütün kuşlar bitti bı tek leylek kaldı anliyacagin..Hellal|neutral
AilesiVbo Tebrikler Vakıfbank|positive
deden_izm sabanozcalk Vakıfbank her daim ARKANIZDA|positive
İlçemizde düzenlenen VakıfBank Çiftçi Akademisi Tarım Sohbetleri etkinliğine katılım sağladık İlçemizin, İlimizin ve Ülkemiz tarımının gelişimine katkıda bulunan tüm kurum ve kuruluşlarımıza teşekkür ediyorum https://tco/Caod7gNL1e"|neutral
Haber bekliyorum ya aramayan yazmayan kalmadı vakıfbank bile daha çok mesaj attı|neutral
Vakıfbank Mobil Temassız Ödeme 25 TL ve Üzerine 2 TL https://tco/A8UlNWEMhw|positive
sametduyan VakifBank Merhaba, başvurunuz hakkında inceleme yapabilmemiz için TC Kimlik numaranız ile bilgilendirme yapılmasını istediğiniz Bankamız sistemine kayıtlı cep telefonu numaranızı veya e-posta adresinizi özel mesaj üzerinden bizimle paylaşmanızı rica ederiz."|neutral
VakifBank hiçbir bilgilendirme yapılmadan,kart aidatını ekstreme yansıtıp,üstüne 3 ay üst üste 300 tl harcayın geri verelim gibi bir teklifte bulunmanız...gerçekten rezil bir bankasınız!"|negative
8aya kadar maaş müşterisi olduğum ve benim talebim olmadan promosyon amaçlı kredi kartı gönderen VakifBank VakifBankDestek 3 ay icin 103 liralık kart borcu göndermiş,bu Hirsizlik değilde ne?"|negative
https://tco/oWkS0WVZ4Y Türkiye'nin farklı bölgelerinde tarım sohbetleri gerçekleştiren VakıfBank Çiftçi Akademisi, Karacabey Ziraat Odası'nın konuğu oldu https://tco/MqBy6tQTDt"|neutral
RT KarabasCigdem: Bitlis/Tatvan Vakifbank İlkokulu Değerli velime misafirperverliğinden dolayı teşekkür ederim Hepsi bizim için değerli…|neutral
Tarımda dijitalleşme konuşuldu https://tco/03BfJk1Y91|neutral
Vakıfbank Konya Bölge Müdürü Sayın Ertuğrul ÇOBAN Bey, Vakıfbank Çumra Şube Müdürü Sayın Sabri BAYSAL Bey ve Bölgemizin işadamlarından Sayın Mehmet BEZİRCİ Bey’e nazik ziyaretlerinden dolayı teşekkür ediyoruz https://tco/QYUTnVyzpt"|neutral
Sondakika... 3 bankadan faiz indirimi! Ziraat Bankası, Halkbank ve Vakıfbank... https://tco/kXl66ITQ5C"|positive
VakıfBank Tarım Sohbetleri Karacabey’deydi https://tco/6GgaPmtNZp|neutral
AgralEnes VakifBank Merhaba, müşterilerimize daha iyi hizmet vermek için Bankamıza ilettiğiniz tüm başvurularınız değerlendirilmektedir Şubemiz hakkındaki bildiriminiz ilgili birimimize iletilmiştir Yaşanan durum için üzüntülerimizi bildirir, anlayışınız için teşekkür ederiz."|neutral
ibocan_7878 VakifBank BeratAlbayrak MerkezbankasiTR Merhaba, başvurunuz hakkında inceleme yapabilmemiz için TC Kimlik numaranız ile bilgilendirme yapılmasını istediğiniz Bankamız sistemine kayıtlı cep telefonu numaranızı veya e-posta adresinizi özel mesaj üzerinden bizimle paylaşmanızı rica ederiz."|neutral
mahirorak VakifBank adalet_bakanlik abdulhamitgul Merhaba, müşterilerimize daha iyi hizmet vermek ve iş birliğimizin uzun yıllar devam etmesi için tüm öneri ve taleplerinizi değerlendirmektedir Yaşadığınız aksaklıktan dolayı özür diler, tekrarının olmaması için çalışmalarımızın devam ettiğini bildiririz."|neutral
kayaosman VakifBank Cep telefonu ne alaka|negative
Vakıfbank 7 Nolu gişedeki ablamız.. gülüşünüz hesabımdaki 277 k dan çok daha güzel..|positive
vakıfbank reklamı çıktı koşarak salona geldim az daha düşüyordum amk annem diyor ki sakin ol kıracaksın bir yerini şimdi.|positive
RT emlak365: Faizler Çakıldı! Ziraat Bankası, Halkbank, Vakıfbank ve 7 Banka Faiz İndirdi.... https://tco/6V1icW8U2e"|positive
chemistmusty VakifBank Merhaba, Bankamıza ilettiğiniz başvurunuz 3375601 numaralı kayıt ile değerlendirilmektedir Gerekli incelemeler yapıldıktan sonra kayıtlı iletişim bilgileriniz üzerinden en kısa sürede bilgi verilecektir."|neutral
xkayaosman VakifBank Merhaba, Güvenli Bankacılık konusunda size yardımcı olabilmemiz için cep telefonu numaranızı özel mesaj üzerinden bizimle paylaşmanızı rica ederiz."|neutral
VakifBankDestek vakıfbank mağdur ediyor kredi kart limit artış yapmadığı gibi yalan beyanlar veriyor 20 tane imeil yazdım yalan Konuşuyorlar 15 Aydır kredi kredi kart khm düzenli ödeme yapıyorum banka genel müdürlük müşteri ayrımı yapıyor şikayetçiyim|negative
VakifBank BeratAlbayrak MerkezbankasiTR Kredi faiz oranları düştü lakin kesintilere bakarmisiniz Sigorta poliçetahsilatı 60 Sigorta poliçetahsilatı 250 Halden anlayanpaket ücreti 45780 Hayat sigorta tahsilatı 30096 Kredi tahsis ücreti 22050tl Yasal haklarımı kullanacağım|negative
chemistmusty VakifBank Merhaba, başvurunuz hakkında inceleme yapabilmemiz için TC Kimlik numaranız ile bilgilendirme yapılmasını istediğiniz Bankamız sistemine kayıtlı cep telefonu numaranızı veya e-posta adresinizi özel mesaj üzerinden bizimle paylaşmanızı rica ederiz."|neutral
Çok kıymetli kardeşim Vakıfbank Karşıyaka Şube MüdAhmet bey,Mert bey ,can kardeşim Alirıza bey ve çok kıymetli kardeşim YILMAZ beyle ofisimde bizi ziyaret ettilerÇok kıymetli kardeşlerime bu nazik ziyaretlerinden dolayı çok teşekkür ediyorum🇹🇷🇹🇷🇹🇷 https://tco/DIesDrAnaG"|neutral
sar_sinan VakifBank Kankam iki masa var, biri telefonla konustu yarim saat, digeri de çayci kadina kredi basvurusuyla uğraştilar  |negative
RT MevlutOZMENN: VakifBank sözde kampanya yapıp puan veriyorsunuz fakat altına küçük puntolarla şu tarihe kadar puanlarınızı kullanın yaz…|negative
VakifBankDestek VakifBank Kampanyanızda sundugunuz şartlar tüketici haklarına aykiri Verilen ouanlar icin boyle bir şart koşamazsınız Koşarsanız da kampanyadaki görünürlüğü en üst seviyede olmali Yaptığınızın dolandırıcılıktan farkı yok|negative
İnstagram reklamı sahtekarlıkta sınır tanımıyorlar sosyal medya platformları ile ortak çalışıyorlar VakifBank önlem alın https://tco/IbCBV896Kh|neutral
Yarım saattir işlem almayan banka yapmışlar VakifBank https://tco/6hpe6aRnkS|negative
VakifBankDestek VakifBank İlettim talebimi özel mesajda Teşekkürler.|neutral
MevlutOZMENN VakifBank Merhaba, kampanyalarımız hakkındaki tüm detayları https://tco/mfXNQ8ZTMH sayfamızdan öğrenebilirsiniz."|neutral
gozderuzgarr VakifBank Merhaba, talebinizi detaylı bir şekilde özel mesaj üzerinden bizimle paylaşmanız durumunda size yardımcı olmak isteriz."|neutral
bosbirakamam getir_istanbul GlovoTR yemeksepeti Banabi GarantiBBVA isbankasi qnbfinansbank ziraatbankasi VakifBank DenizBank Buradaydım alla alla vekalet çıkar reis|neutral
bosbirakirim getir_istanbul GlovoTR yemeksepeti Banabi GarantiBBVA isbankasi qnbfinansbank ziraatbankasi VakifBank DenizBank BANA 3 TL İÇİN DAVA AÇTIKLARINDA NERDEYDİN EY AVUKAT|negative
cyildirim84 hocam Vakıfbank için ne diyebilirsiniz?|neutral
VakifBank beni arar mısınız ben sizi arayınca 25 dakika bekletiyorsunuz ve benim hiç vaktim yok sizi beklemeye..|negative
VakifBank sözde kampanya yapıp puan veriyorsunuz fakat altına küçük puntolarla şu tarihe kadar puanlarınızı kullanın yaziyorsunz Müşterinin bunu görmeyeceğini biliyorsunuzPuanimi istediğim zaman kullanirim Yaptığınız vatandaşı kandırmak! Platinium kartınızı iptal ettiriyorum.|negative
Kaymakamımız sayın ierkanerat Patnos Başsavcısı sayın Hacı Hüseyin BAŞDEMİR ve Ağır Ceza Mahkemesi Başkanı sayın Ferhat KORKMAZ ' a ardından Aras Elektrik Patnos İşletme Müdürü Kemal ÇUBUK' a ve Vakıfbank Müdürü Tansel GÜLER' e iade-i ziyarette bulundular https://tco/Z5NBSvLGfP https://tco/1qOMcYRl4i|neutral
Bankaların dijitalleşmedeki gelişimi, reklam kampayalarında kullandıkları karekterleri gelişimimize adeta yön veriyor!:) örn Garanti bankasının ugi’si /Yapı kredinin Vadaa’sı ve Vakıfbank’ın Süngerbop yada küp şekeri (ne olduğunu anlamadım) https://tco/qyp8GeoQHb"|positive
Srkn3454 VakifBank Merhaba, ilgili tutar karayolları tarafından iade edilecek olup 1 aylık süre sonunda talebinizin gerçekleşmemesi halinde Bankamıza bildirimde bulunabilirsiniz Detaylı bilgi almak için Karayolları Genel Müdürlüğü ile görüşebilirsiniz."|neutral
3 hafta önce iptal ettiğim HGS’min içinde kalan bakiye hala neden yatmadı öğrenebilir miyim Ayrıca müşteri hizmetleriniz bu gibi durumlarda yardımcı olamayacaklarsa neden var VakifBank|negative
